a = 000fd750, b = 000fd750, Cin = 0, Cout = 0, S = 001faea0
a = 21cc01c6, b = 2a8a3b80, Cin = 0, Cout = 0, S = 4c563d46
a = 21cc01c6, b = 4068f5de, Cin = 0, Cout = 0, S = 6234f7a4
a = 21cc01c6, b = b469dcff, Cin = 0, Cout = 0, S = d635dec5
a = 21cc01c6, b = 1d62204b, Cin = 0, Cout = 0, S = 3f2e2211
a = 21cc01c6, b = eba8454b, Cin = 0, Cout = 1, S = 0d744711
a = 21cc01c6, b = ed8fc5f5, Cin = 0, Cout = 1, S = 0f5bc7bb
a = 21cc01c6, b = ec03ab1d, Cin = 0, Cout = 1, S = 0dcface3
a = 21cc01c6, b = 61c1a992, Cin = 0, Cout = 0, S = 838dab58
a = 21cc01c6, b = 61a3a813, Cin = 0, Cout = 0, S = 836fa9d9
a = 21cc01c6, b = 6faec648, Cin = 0, Cout = 0, S = 917ac80e
a = 21cc01c6, b = 1f79af1d, Cin = 0, Cout = 0, S = 4145b0e3
a = 21cc01c6, b = c76a69a5, Cin = 0, Cout = 0, S = e9366b6b
a = 21cc01c6, b = 308f4b4b, Cin = 0, Cout = 0, S = 525b4d11
a = 21cc01c6, b = 27f8eb5e, Cin = 0, Cout = 0, S = 49c4ed24
a = 21cc01c6, b = 3fdd76cc, Cin = 0, Cout = 0, S = 61a97892
a = 21cc01c6, b = 608e3420, Cin = 0, Cout = 0, S = 825a35e6
a = 21cc01c6, b = 16122bea, Cin = 0, Cout = 0, S = 37de2db0
a = 21cc01c6, b = 3a354c1e, Cin = 0, Cout = 0, S = 5c014de4
a = 21cc01c6, b = 001c91c2, Cin = 0, Cout = 0, S = 21e89388
a = 21cc01c6, b = 53a5f236, Cin = 0, Cout = 0, S = 7571f3fc
a = 21cc01c6, b = 21cc01c6, Cin = 0, Cout = 0, S = 4398038c
a = 21cc01c6, b = 6ae02c17, Cin = 0, Cout = 0, S = 8cac2ddd
a = 21cc01c6, b = 3928c908, Cin = 0, Cout = 0, S = 5af4cace
a = 21cc01c6, b = 3cf312ca, Cin = 0, Cout = 0, S = 5ebf1490
a = 21cc01c6, b = c7f6d3dc, Cin = 0, Cout = 0, S = e9c2d5a2
a = 21cc01c6, b = d231a019, Cin = 0, Cout = 0, S = f3fda1df
a = 6ae02c17, b = 000fd750, Cin = 0, Cout = 0, S = 6af00367
a = 6ae02c17, b = 00046831, Cin = 0, Cout = 0, S = 6ae49448
a = 6ae02c17, b = 000d8e15, Cin = 0, Cout = 0, S = 6aedba2c
a = 6ae02c17, b = aa21deaf, Cin = 0, Cout = 1, S = 15020ac6
a = 6ae02c17, b = 33b278c3, Cin = 0, Cout = 0, S = 9e92a4da
a = 6ae02c17, b = 627ecaf3, Cin = 0, Cout = 0, S = cd5ef70a
a = 6ae02c17, b = 34d72f2d, Cin = 0, Cout = 0, S = 9fb75b44
a = 6ae02c17, b = e2e08ab9, Cin = 0, Cout = 1, S = 4dc0b6d0
a = 6ae02c17, b = 2f2bb91f, Cin = 0, Cout = 0, S = 9a0be536
a = 6ae02c17, b = 758e1030, Cin = 0, Cout = 0, S = e06e3c47
a = 6ae02c17, b = fb5d968d, Cin = 0, Cout = 1, S = 663dc2a4
a = 6ae02c17, b = 3e4aff0f, Cin = 0, Cout = 0, S = a92b2b26
a = 6ae02c17, b = ff2394c7, Cin = 0, Cout = 1, S = 6a03c0de
a = 6ae02c17, b = ce62f445, Cin = 0, Cout = 1, S = 3943205c
a = 6ae02c17, b = 52448c87, Cin = 0, Cout = 0, S = bd24b89e
a = 6ae02c17, b = dbd68233, Cin = 0, Cout = 1, S = 46b6ae4a
a = 6ae02c17, b = 43612820, Cin = 0, Cout = 0, S = ae415437
a = 6ae02c17, b = ed72357f, Cin = 0, Cout = 1, S = 58526196
a = 6ae02c17, b = c9cf911c, Cin = 0, Cout = 1, S = 34afbd33
a = 6ae02c17, b = f2332a08, Cin = 0, Cout = 1, S = 5d13561f
a = 6ae02c17, b = 9a071031, Cin = 0, Cout = 1, S = 04e73c48
a = 6ae02c17, b = ceda8cdd, Cin = 0, Cout = 1, S = 39bab8f4
a = 6ae02c17, b = 15f57248, Cin = 0, Cout = 0, S = 80d59e5f
a = 6ae02c17, b = 08e09e65, Cin = 0, Cout = 0, S = 73c0ca7c
a = 6ae02c17, b = 87cefc84, Cin = 0, Cout = 0, S = f2af289b
a = 6ae02c17, b = 17b0d618, Cin = 0, Cout = 0, S = 8291022f
a = 6ae02c17, b = dfaa6851, Cin = 0, Cout = 1, S = 4a8a9468
a = 6ae02c17, b = ed3e55e9, Cin = 0, Cout = 1, S = 581e8200
a = 6ae02c17, b = e3b77c09, Cin = 0, Cout = 1, S = 4e97a820
a = 6ae02c17, b = e8210362, Cin = 0, Cout = 1, S = 53012f79
a = 6ae02c17, b = bf4a55f3, Cin = 0, Cout = 1, S = 2a2a820a
a = 6ae02c17, b = 740ef8da, Cin = 0, Cout = 0, S = deef24f1
a = 6ae02c17, b = 9755e11a, Cin = 0, Cout = 1, S = 02360d31
a = 6ae02c17, b = 1d63ec61, Cin = 0, Cout = 0, S = 88441878
a = 6ae02c17, b = 79260977, Cin = 0, Cout = 0, S = e406358e
a = 6ae02c17, b = 04095c7e, Cin = 0, Cout = 0, S = 6ee98895
a = 6ae02c17, b = ea50f8c7, Cin = 0, Cout = 1, S = 553124de
a = 6ae02c17, b = de4f6266, Cin = 0, Cout = 1, S = 492f8e7d
a = 6ae02c17, b = f108a503, Cin = 0, Cout = 1, S = 5be8d11a
a = 6ae02c17, b = e1c38706, Cin = 0, Cout = 1, S = 4ca3b31d
a = 6ae02c17, b = b4508388, Cin = 0, Cout = 1, S = 1f30af9f
a = 6ae02c17, b = 2923b07c, Cin = 0, Cout = 0, S = 9403dc93
a = 6ae02c17, b = 2e9feadc, Cin = 0, Cout = 0, S = 998016f3
a = 6ae02c17, b = f3391327, Cin = 0, Cout = 1, S = 5e193f3e
a = 6ae02c17, b = 62fd14a5, Cin = 0, Cout = 0, S = cddd40bc
a = 6ae02c17, b = d0f29a5b, Cin = 0, Cout = 1, S = 3bd2c672
a = 6ae02c17, b = 2360e2c1, Cin = 0, Cout = 0, S = 8e410ed8
a = 6ae02c17, b = be7fa709, Cin = 0, Cout = 1, S = 295fd320
a = 6ae02c17, b = 6cc8f43c, Cin = 0, Cout = 0, S = d7a92053
a = 6ae02c17, b = 02bca031, Cin = 0, Cout = 0, S = 6d9ccc48
a = 6ae02c17, b = a40a0df1, Cin = 0, Cout = 1, S = 0eea3a08
a = 6ae02c17, b = b1921498, Cin = 0, Cout = 1, S = 1c7240af
a = 6ae02c17, b = 90de4f58, Cin = 0, Cout = 0, S = fbbe7b6f
a = 6ae02c17, b = bbd44d10, Cin = 0, Cout = 1, S = 26b47927
a = 6ae02c17, b = 641400b3, Cin = 0, Cout = 0, S = cef42cca
a = 6ae02c17, b = aadb2c18, Cin = 0, Cout = 1, S = 15bb582f
a = 6ae02c17, b = 4b364f61, Cin = 0, Cout = 0, S = b6167b78
a = 6ae02c17, b = 1430c55d, Cin = 0, Cout = 0, S = 7f10f174
a = 6ae02c17, b = 365a463f, Cin = 0, Cout = 0, S = a13a7256
a = 6ae02c17, b = 38e6d312, Cin = 0, Cout = 0, S = a3c6ff29
a = 6ae02c17, b = 4d9384e9, Cin = 0, Cout = 0, S = b873b100
a = 6ae02c17, b = 6e7969bb, Cin = 0, Cout = 0, S = d95995d2
a = 6ae02c17, b = 5a0090e2, Cin = 0, Cout = 0, S = c4e0bcf9
a = 6ae02c17, b = f79548e7, Cin = 0, Cout = 1, S = 627574fe
a = 6ae02c17, b = f8da31b7, Cin = 0, Cout = 1, S = 63ba5dce
a = 6ae02c17, b = d3f902b6, Cin = 0, Cout = 1, S = 3ed92ecd
a = 6ae02c17, b = 17479f9b, Cin = 0, Cout = 0, S = 8227cbb2
a = 6ae02c17, b = afe62522, Cin = 0, Cout = 1, S = 1ac65139
a = 6ae02c17, b = d6580ac2, Cin = 0, Cout = 1, S = 413836d9
a = 6ae02c17, b = c7b09cf5, Cin = 0, Cout = 1, S = 3290c90c
a = 6ae02c17, b = d01b45ea, Cin = 0, Cout = 1, S = 3afb7201
a = 6ae02c17, b = 5bb4054a, Cin = 0, Cout = 0, S = c6943161
a = 6ae02c17, b = 46cab7fb, Cin = 0, Cout = 0, S = b1aae412
a = 6ae02c17, b = 01afc5f2, Cin = 0, Cout = 0, S = 6c8ff209
a = 6ae02c17, b = d60ff0ae, Cin = 0, Cout = 1, S = 40f01cc5
a = 6ae02c17, b = 1c48c2e0, Cin = 0, Cout = 0, S = 8728eef7
a = 6ae02c17, b = 9136cd04, Cin = 0, Cout = 0, S = fc16f91b
a = 6ae02c17, b = 2a8a3b80, Cin = 0, Cout = 0, S = 956a6797
a = 6ae02c17, b = 4068f5de, Cin = 0, Cout = 0, S = ab4921f5
a = 6ae02c17, b = b469dcff, Cin = 0, Cout = 1, S = 1f4a0916
a = 6ae02c17, b = 1d62204b, Cin = 0, Cout = 0, S = 88424c62
a = 6ae02c17, b = eba8454b, Cin = 0, Cout = 1, S = 56887162
a = 6ae02c17, b = ed8fc5f5, Cin = 0, Cout = 1, S = 586ff20c
a = 6ae02c17, b = ec03ab1d, Cin = 0, Cout = 1, S = 56e3d734
a = 6ae02c17, b = 61c1a992, Cin = 0, Cout = 0, S = cca1d5a9
a = 6ae02c17, b = 61a3a813, Cin = 0, Cout = 0, S = cc83d42a
a = 6ae02c17, b = 6faec648, Cin = 0, Cout = 0, S = da8ef25f
a = 6ae02c17, b = 1f79af1d, Cin = 0, Cout = 0, S = 8a59db34
a = 6ae02c17, b = c76a69a5, Cin = 0, Cout = 1, S = 324a95bc
a = 6ae02c17, b = 308f4b4b, Cin = 0, Cout = 0, S = 9b6f7762
a = 6ae02c17, b = 27f8eb5e, Cin = 0, Cout = 0, S = 92d91775
a = 6ae02c17, b = 3fdd76cc, Cin = 0, Cout = 0, S = aabda2e3
a = 6ae02c17, b = 608e3420, Cin = 0, Cout = 0, S = cb6e6037
a = 6ae02c17, b = 16122bea, Cin = 0, Cout = 0, S = 80f25801
a = 6ae02c17, b = 3a354c1e, Cin = 0, Cout = 0, S = a5157835
a = 6ae02c17, b = 001c91c2, Cin = 0, Cout = 0, S = 6afcbdd9
a = 6ae02c17, b = 53a5f236, Cin = 0, Cout = 0, S = be861e4d
a = 6ae02c17, b = 21cc01c6, Cin = 0, Cout = 0, S = 8cac2ddd
a = 6ae02c17, b = 6ae02c17, Cin = 0, Cout = 0, S = d5c0582e
a = 6ae02c17, b = 3928c908, Cin = 0, Cout = 0, S = a408f51f
a = 6ae02c17, b = 3cf312ca, Cin = 0, Cout = 0, S = a7d33ee1
a = 6ae02c17, b = c7f6d3dc, Cin = 0, Cout = 1, S = 32d6fff3
a = 6ae02c17, b = d231a019, Cin = 0, Cout = 1, S = 3d11cc30
a = 3928c908, b = 000fd750, Cin = 0, Cout = 0, S = 3938a058
a = 3928c908, b = 00046831, Cin = 0, Cout = 0, S = 392d3139
a = 3928c908, b = 000d8e15, Cin = 0, Cout = 0, S = 3936571d
a = 3928c908, b = aa21deaf, Cin = 0, Cout = 0, S = e34aa7b7
a = 3928c908, b = 33b278c3, Cin = 0, Cout = 0, S = 6cdb41cb
a = 3928c908, b = 627ecaf3, Cin = 0, Cout = 0, S = 9ba793fb
a = 3928c908, b = 34d72f2d, Cin = 0, Cout = 0, S = 6dfff835
a = 3928c908, b = e2e08ab9, Cin = 0, Cout = 1, S = 1c0953c1
a = 3928c908, b = 2f2bb91f, Cin = 0, Cout = 0, S = 68548227
a = 3928c908, b = 758e1030, Cin = 0, Cout = 0, S = aeb6d938
a = 3928c908, b = fb5d968d, Cin = 0, Cout = 1, S = 34865f95
a = 3928c908, b = 3e4aff0f, Cin = 0, Cout = 0, S = 7773c817
a = 3928c908, b = ff2394c7, Cin = 0, Cout = 1, S = 384c5dcf
a = 3928c908, b = ce62f445, Cin = 0, Cout = 1, S = 078bbd4d
a = 3928c908, b = 52448c87, Cin = 0, Cout = 0, S = 8b6d558f
a = 3928c908, b = dbd68233, Cin = 0, Cout = 1, S = 14ff4b3b
a = 3928c908, b = 43612820, Cin = 0, Cout = 0, S = 7c89f128
a = 3928c908, b = ed72357f, Cin = 0, Cout = 1, S = 269afe87
a = 3928c908, b = c9cf911c, Cin = 0, Cout = 1, S = 02f85a24
a = 3928c908, b = f2332a08, Cin = 0, Cout = 1, S = 2b5bf310
a = 3928c908, b = 9a071031, Cin = 0, Cout = 0, S = d32fd939
a = 3928c908, b = ceda8cdd, Cin = 0, Cout = 1, S = 080355e5
a = 3928c908, b = 15f57248, Cin = 0, Cout = 0, S = 4f1e3b50
a = 3928c908, b = 08e09e65, Cin = 0, Cout = 0, S = 4209676d
a = 3928c908, b = 87cefc84, Cin = 0, Cout = 0, S = c0f7c58c
a = 3928c908, b = 17b0d618, Cin = 0, Cout = 0, S = 50d99f20
a = 3928c908, b = dfaa6851, Cin = 0, Cout = 1, S = 18d33159
a = 3928c908, b = ed3e55e9, Cin = 0, Cout = 1, S = 26671ef1
a = 3928c908, b = e3b77c09, Cin = 0, Cout = 1, S = 1ce04511
a = 3928c908, b = e8210362, Cin = 0, Cout = 1, S = 2149cc6a
a = 3928c908, b = bf4a55f3, Cin = 0, Cout = 0, S = f8731efb
a = 3928c908, b = 740ef8da, Cin = 0, Cout = 0, S = ad37c1e2
a = 3928c908, b = 9755e11a, Cin = 0, Cout = 0, S = d07eaa22
a = 3928c908, b = 1d63ec61, Cin = 0, Cout = 0, S = 568cb569
a = 3928c908, b = 79260977, Cin = 0, Cout = 0, S = b24ed27f
a = 3928c908, b = 04095c7e, Cin = 0, Cout = 0, S = 3d322586
a = 3928c908, b = ea50f8c7, Cin = 0, Cout = 1, S = 2379c1cf
a = 3928c908, b = de4f6266, Cin = 0, Cout = 1, S = 17782b6e
a = 3928c908, b = f108a503, Cin = 0, Cout = 1, S = 2a316e0b
a = 3928c908, b = e1c38706, Cin = 0, Cout = 1, S = 1aec500e
a = 3928c908, b = b4508388, Cin = 0, Cout = 0, S = ed794c90
a = 3928c908, b = 2923b07c, Cin = 0, Cout = 0, S = 624c7984
a = 3928c908, b = 2e9feadc, Cin = 0, Cout = 0, S = 67c8b3e4
a = 3928c908, b = f3391327, Cin = 0, Cout = 1, S = 2c61dc2f
a = 3928c908, b = 62fd14a5, Cin = 0, Cout = 0, S = 9c25ddad
a = 3928c908, b = d0f29a5b, Cin = 0, Cout = 1, S = 0a1b6363
a = 3928c908, b = 2360e2c1, Cin = 0, Cout = 0, S = 5c89abc9
a = 3928c908, b = be7fa709, Cin = 0, Cout = 0, S = f7a87011
a = 3928c908, b = 6cc8f43c, Cin = 0, Cout = 0, S = a5f1bd44
a = 3928c908, b = 02bca031, Cin = 0, Cout = 0, S = 3be56939
a = 3928c908, b = a40a0df1, Cin = 0, Cout = 0, S = dd32d6f9
a = 3928c908, b = b1921498, Cin = 0, Cout = 0, S = eabadda0
a = 3928c908, b = 90de4f58, Cin = 0, Cout = 0, S = ca071860
a = 3928c908, b = bbd44d10, Cin = 0, Cout = 0, S = f4fd1618
a = 3928c908, b = 641400b3, Cin = 0, Cout = 0, S = 9d3cc9bb
a = 3928c908, b = aadb2c18, Cin = 0, Cout = 0, S = e403f520
a = 3928c908, b = 4b364f61, Cin = 0, Cout = 0, S = 845f1869
a = 3928c908, b = 1430c55d, Cin = 0, Cout = 0, S = 4d598e65
a = 3928c908, b = 365a463f, Cin = 0, Cout = 0, S = 6f830f47
a = 3928c908, b = 38e6d312, Cin = 0, Cout = 0, S = 720f9c1a
a = 3928c908, b = 4d9384e9, Cin = 0, Cout = 0, S = 86bc4df1
a = 3928c908, b = 6e7969bb, Cin = 0, Cout = 0, S = a7a232c3
a = 3928c908, b = 5a0090e2, Cin = 0, Cout = 0, S = 932959ea
a = 3928c908, b = f79548e7, Cin = 0, Cout = 1, S = 30be11ef
a = 3928c908, b = f8da31b7, Cin = 0, Cout = 1, S = 3202fabf
a = 3928c908, b = d3f902b6, Cin = 0, Cout = 1, S = 0d21cbbe
a = 3928c908, b = 17479f9b, Cin = 0, Cout = 0, S = 507068a3
a = 3928c908, b = afe62522, Cin = 0, Cout = 0, S = e90eee2a
a = 3928c908, b = d6580ac2, Cin = 0, Cout = 1, S = 0f80d3ca
a = 3928c908, b = c7b09cf5, Cin = 0, Cout = 1, S = 00d965fd
a = 3928c908, b = d01b45ea, Cin = 0, Cout = 1, S = 09440ef2
a = 3928c908, b = 5bb4054a, Cin = 0, Cout = 0, S = 94dcce52
a = 3928c908, b = 46cab7fb, Cin = 0, Cout = 0, S = 7ff38103
a = 3928c908, b = 01afc5f2, Cin = 0, Cout = 0, S = 3ad88efa
a = 3928c908, b = d60ff0ae, Cin = 0, Cout = 1, S = 0f38b9b6
a = 3928c908, b = 1c48c2e0, Cin = 0, Cout = 0, S = 55718be8
a = 3928c908, b = 9136cd04, Cin = 0, Cout = 0, S = ca5f960c
a = 3928c908, b = 2a8a3b80, Cin = 0, Cout = 0, S = 63b30488
a = 3928c908, b = 4068f5de, Cin = 0, Cout = 0, S = 7991bee6
a = 3928c908, b = b469dcff, Cin = 0, Cout = 0, S = ed92a607
a = 3928c908, b = 1d62204b, Cin = 0, Cout = 0, S = 568ae953
a = 3928c908, b = eba8454b, Cin = 0, Cout = 1, S = 24d10e53
a = 3928c908, b = ed8fc5f5, Cin = 0, Cout = 1, S = 26b88efd
a = 3928c908, b = ec03ab1d, Cin = 0, Cout = 1, S = 252c7425
a = 3928c908, b = 61c1a992, Cin = 0, Cout = 0, S = 9aea729a
a = 3928c908, b = 61a3a813, Cin = 0, Cout = 0, S = 9acc711b
a = 3928c908, b = 6faec648, Cin = 0, Cout = 0, S = a8d78f50
a = 3928c908, b = 1f79af1d, Cin = 0, Cout = 0, S = 58a27825
a = 3928c908, b = c76a69a5, Cin = 0, Cout = 1, S = 009332ad
a = 3928c908, b = 308f4b4b, Cin = 0, Cout = 0, S = 69b81453
a = 3928c908, b = 27f8eb5e, Cin = 0, Cout = 0, S = 6121b466
a = 3928c908, b = 3fdd76cc, Cin = 0, Cout = 0, S = 79063fd4
a = 3928c908, b = 608e3420, Cin = 0, Cout = 0, S = 99b6fd28
a = 3928c908, b = 16122bea, Cin = 0, Cout = 0, S = 4f3af4f2
a = 3928c908, b = 3a354c1e, Cin = 0, Cout = 0, S = 735e1526
a = 3928c908, b = 001c91c2, Cin = 0, Cout = 0, S = 39455aca
a = 3928c908, b = 53a5f236, Cin = 0, Cout = 0, S = 8ccebb3e
a = 3928c908, b = 21cc01c6, Cin = 0, Cout = 0, S = 5af4cace
a = 3928c908, b = 6ae02c17, Cin = 0, Cout = 0, S = a408f51f
a = 3928c908, b = 3928c908, Cin = 0, Cout = 0, S = 72519210
a = 3928c908, b = 3cf312ca, Cin = 0, Cout = 0, S = 761bdbd2
a = 3928c908, b = c7f6d3dc, Cin = 0, Cout = 1, S = 011f9ce4
a = 3928c908, b = d231a019, Cin = 0, Cout = 1, S = 0b5a6921
a = 3cf312ca, b = 000fd750, Cin = 0, Cout = 0, S = 3d02ea1a
a = 3cf312ca, b = 00046831, Cin = 0, Cout = 0, S = 3cf77afb
a = 3cf312ca, b = 000d8e15, Cin = 0, Cout = 0, S = 3d00a0df
a = 3cf312ca, b = aa21deaf, Cin = 0, Cout = 0, S = e714f179
a = 3cf312ca, b = 33b278c3, Cin = 0, Cout = 0, S = 70a58b8d
a = 3cf312ca, b = 627ecaf3, Cin = 0, Cout = 0, S = 9f71ddbd
a = 3cf312ca, b = 34d72f2d, Cin = 0, Cout = 0, S = 71ca41f7
a = 3cf312ca, b = e2e08ab9, Cin = 0, Cout = 1, S = 1fd39d83
a = 3cf312ca, b = 2f2bb91f, Cin = 0, Cout = 0, S = 6c1ecbe9
a = 3cf312ca, b = 758e1030, Cin = 0, Cout = 0, S = b28122fa
a = 3cf312ca, b = fb5d968d, Cin = 0, Cout = 1, S = 3850a957
a = 3cf312ca, b = 3e4aff0f, Cin = 0, Cout = 0, S = 7b3e11d9
a = 3cf312ca, b = ff2394c7, Cin = 0, Cout = 1, S = 3c16a791
a = 3cf312ca, b = ce62f445, Cin = 0, Cout = 1, S = 0b56070f
a = 3cf312ca, b = 52448c87, Cin = 0, Cout = 0, S = 8f379f51
a = 3cf312ca, b = dbd68233, Cin = 0, Cout = 1, S = 18c994fd
a = 3cf312ca, b = 43612820, Cin = 0, Cout = 0, S = 80543aea
a = 3cf312ca, b = ed72357f, Cin = 0, Cout = 1, S = 2a654849
a = 3cf312ca, b = c9cf911c, Cin = 0, Cout = 1, S = 06c2a3e6
a = 3cf312ca, b = f2332a08, Cin = 0, Cout = 1, S = 2f263cd2
a = 3cf312ca, b = 9a071031, Cin = 0, Cout = 0, S = d6fa22fb
a = 3cf312ca, b = ceda8cdd, Cin = 0, Cout = 1, S = 0bcd9fa7
a = 3cf312ca, b = 15f57248, Cin = 0, Cout = 0, S = 52e88512
a = 3cf312ca, b = 08e09e65, Cin = 0, Cout = 0, S = 45d3b12f
a = 3cf312ca, b = 87cefc84, Cin = 0, Cout = 0, S = c4c20f4e
a = 3cf312ca, b = 17b0d618, Cin = 0, Cout = 0, S = 54a3e8e2
a = 3cf312ca, b = dfaa6851, Cin = 0, Cout = 1, S = 1c9d7b1b
a = 3cf312ca, b = ed3e55e9, Cin = 0, Cout = 1, S = 2a3168b3
a = 3cf312ca, b = e3b77c09, Cin = 0, Cout = 1, S = 20aa8ed3
a = 3cf312ca, b = e8210362, Cin = 0, Cout = 1, S = 2514162c
a = 3cf312ca, b = bf4a55f3, Cin = 0, Cout = 0, S = fc3d68bd
a = 3cf312ca, b = 740ef8da, Cin = 0, Cout = 0, S = b1020ba4
a = 3cf312ca, b = 9755e11a, Cin = 0, Cout = 0, S = d448f3e4
a = 3cf312ca, b = 1d63ec61, Cin = 0, Cout = 0, S = 5a56ff2b
a = 3cf312ca, b = 79260977, Cin = 0, Cout = 0, S = b6191c41
a = 3cf312ca, b = 04095c7e, Cin = 0, Cout = 0, S = 40fc6f48
a = 3cf312ca, b = ea50f8c7, Cin = 0, Cout = 1, S = 27440b91
a = 3cf312ca, b = de4f6266, Cin = 0, Cout = 1, S = 1b427530
a = 3cf312ca, b = f108a503, Cin = 0, Cout = 1, S = 2dfbb7cd
a = 3cf312ca, b = e1c38706, Cin = 0, Cout = 1, S = 1eb699d0
a = 3cf312ca, b = b4508388, Cin = 0, Cout = 0, S = f1439652
a = 3cf312ca, b = 2923b07c, Cin = 0, Cout = 0, S = 6616c346
a = 3cf312ca, b = 2e9feadc, Cin = 0, Cout = 0, S = 6b92fda6
a = 3cf312ca, b = f3391327, Cin = 0, Cout = 1, S = 302c25f1
a = 3cf312ca, b = 62fd14a5, Cin = 0, Cout = 0, S = 9ff0276f
a = 3cf312ca, b = d0f29a5b, Cin = 0, Cout = 1, S = 0de5ad25
a = 3cf312ca, b = 2360e2c1, Cin = 0, Cout = 0, S = 6053f58b
a = 3cf312ca, b = be7fa709, Cin = 0, Cout = 0, S = fb72b9d3
a = 3cf312ca, b = 6cc8f43c, Cin = 0, Cout = 0, S = a9bc0706
a = 3cf312ca, b = 02bca031, Cin = 0, Cout = 0, S = 3fafb2fb
a = 3cf312ca, b = a40a0df1, Cin = 0, Cout = 0, S = e0fd20bb
a = 3cf312ca, b = b1921498, Cin = 0, Cout = 0, S = ee852762
a = 3cf312ca, b = 90de4f58, Cin = 0, Cout = 0, S = cdd16222
a = 3cf312ca, b = bbd44d10, Cin = 0, Cout = 0, S = f8c75fda
a = 3cf312ca, b = 641400b3, Cin = 0, Cout = 0, S = a107137d
a = 3cf312ca, b = aadb2c18, Cin = 0, Cout = 0, S = e7ce3ee2
a = 3cf312ca, b = 4b364f61, Cin = 0, Cout = 0, S = 8829622b
a = 3cf312ca, b = 1430c55d, Cin = 0, Cout = 0, S = 5123d827
a = 3cf312ca, b = 365a463f, Cin = 0, Cout = 0, S = 734d5909
a = 3cf312ca, b = 38e6d312, Cin = 0, Cout = 0, S = 75d9e5dc
a = 3cf312ca, b = 4d9384e9, Cin = 0, Cout = 0, S = 8a8697b3
a = 3cf312ca, b = 6e7969bb, Cin = 0, Cout = 0, S = ab6c7c85
a = 3cf312ca, b = 5a0090e2, Cin = 0, Cout = 0, S = 96f3a3ac
a = 3cf312ca, b = f79548e7, Cin = 0, Cout = 1, S = 34885bb1
a = 3cf312ca, b = f8da31b7, Cin = 0, Cout = 1, S = 35cd4481
a = 3cf312ca, b = d3f902b6, Cin = 0, Cout = 1, S = 10ec1580
a = 3cf312ca, b = 17479f9b, Cin = 0, Cout = 0, S = 543ab265
a = 3cf312ca, b = afe62522, Cin = 0, Cout = 0, S = ecd937ec
a = 3cf312ca, b = d6580ac2, Cin = 0, Cout = 1, S = 134b1d8c
a = 3cf312ca, b = c7b09cf5, Cin = 0, Cout = 1, S = 04a3afbf
a = 3cf312ca, b = d01b45ea, Cin = 0, Cout = 1, S = 0d0e58b4
a = 3cf312ca, b = 5bb4054a, Cin = 0, Cout = 0, S = 98a71814
a = 3cf312ca, b = 46cab7fb, Cin = 0, Cout = 0, S = 83bdcac5
a = 3cf312ca, b = 01afc5f2, Cin = 0, Cout = 0, S = 3ea2d8bc
a = 3cf312ca, b = d60ff0ae, Cin = 0, Cout = 1, S = 13030378
a = 3cf312ca, b = 1c48c2e0, Cin = 0, Cout = 0, S = 593bd5aa
a = 3cf312ca, b = 9136cd04, Cin = 0, Cout = 0, S = ce29dfce
a = 3cf312ca, b = 2a8a3b80, Cin = 0, Cout = 0, S = 677d4e4a
a = 3cf312ca, b = 4068f5de, Cin = 0, Cout = 0, S = 7d5c08a8
a = 3cf312ca, b = b469dcff, Cin = 0, Cout = 0, S = f15cefc9
a = 3cf312ca, b = 1d62204b, Cin = 0, Cout = 0, S = 5a553315
a = 3cf312ca, b = eba8454b, Cin = 0, Cout = 1, S = 289b5815
a = 3cf312ca, b = ed8fc5f5, Cin = 0, Cout = 1, S = 2a82d8bf
a = 3cf312ca, b = ec03ab1d, Cin = 0, Cout = 1, S = 28f6bde7
a = 3cf312ca, b = 61c1a992, Cin = 0, Cout = 0, S = 9eb4bc5c
a = 3cf312ca, b = 61a3a813, Cin = 0, Cout = 0, S = 9e96badd
a = 3cf312ca, b = 6faec648, Cin = 0, Cout = 0, S = aca1d912
a = 3cf312ca, b = 1f79af1d, Cin = 0, Cout = 0, S = 5c6cc1e7
a = 3cf312ca, b = c76a69a5, Cin = 0, Cout = 1, S = 045d7c6f
a = 3cf312ca, b = 308f4b4b, Cin = 0, Cout = 0, S = 6d825e15
a = 3cf312ca, b = 27f8eb5e, Cin = 0, Cout = 0, S = 64ebfe28
a = 3cf312ca, b = 3fdd76cc, Cin = 0, Cout = 0, S = 7cd08996
a = 3cf312ca, b = 608e3420, Cin = 0, Cout = 0, S = 9d8146ea
a = 3cf312ca, b = 16122bea, Cin = 0, Cout = 0, S = 53053eb4
a = 3cf312ca, b = 3a354c1e, Cin = 0, Cout = 0, S = 77285ee8
a = 3cf312ca, b = 001c91c2, Cin = 0, Cout = 0, S = 3d0fa48c
a = 3cf312ca, b = 53a5f236, Cin = 0, Cout = 0, S = 90990500
a = 3cf312ca, b = 21cc01c6, Cin = 0, Cout = 0, S = 5ebf1490
a = 3cf312ca, b = 6ae02c17, Cin = 0, Cout = 0, S = a7d33ee1
a = 3cf312ca, b = 3928c908, Cin = 0, Cout = 0, S = 761bdbd2
a = 3cf312ca, b = 3cf312ca, Cin = 0, Cout = 0, S = 79e62594
a = 3cf312ca, b = c7f6d3dc, Cin = 0, Cout = 1, S = 04e9e6a6
a = 3cf312ca, b = d231a019, Cin = 0, Cout = 1, S = 0f24b2e3
